datetime,iso_year,iso_week,total_population,total_cases_formula,inc_per_10k,temp_mean,temp_max,temp_min,rh_mean,rh_max,rh_min
2015-09-28,2015,40,5131942,0.0,0.0,10.227380952380953,14.8,5.3,81.88095238095238,98,48
2015-10-05,2015,41,5131942,0.0,0.0,3.7464285714285714,11.6,-0.2,79.54166666666667,97,59
2015-10-12,2015,42,5131942,0.0,0.0,5.106547619047619,9.7,-0.9,88.98809523809524,100,63
2015-10-19,2015,43,5131942,0.0,0.0,3.294642857142857,7.9,-2.6,89.33333333333333,100,66
2015-10-26,2015,44,5131942,0.0,0.0,2.7208333333333337,7.9,-1.9,87.44047619047619,99,64
2015-11-02,2015,45,5131942,0.0,0.0,4.374404761904762,10.2,-2.0,92.46428571428571,100,70
2015-11-09,2015,46,5131942,0.0,0.0,2.6720238095238096,4.4,-0.3,97.08928571428571,100,86
2015-11-16,2015,47,5131942,1029.0,2.0050889117608888,1.4916666666666667,3.4,-1.3,92.75595238095238,100,74
2015-11-23,2015,48,5131942,1238.0,2.4123421503984264,0.050595238095238096,4.9,-3.0,81.82142857142857,91,65
2015-11-30,2015,49,5131942,3945.0,7.687148451794662,2.2166666666666663,8.0,-1.4,94.125,100,77
2015-12-07,2015,50,5131942,0.0,0.0,3.2666666666666666,7.4,-0.4,87.20238095238095,99,61
2015-12-14,2015,51,5131942,6963.0,13.567963160924268,0.08095238095238096,8.3,-4.8,93.69047619047619,99,83
2015-12-21,2015,52,5131942,5193.0,10.118976403084837,3.1821428571428574,8.4,-5.6,82.23809523809524,99,37
2015-12-28,2015,53,5191690,7485.0,14.417270676793104,-7.189880952380953,-2.5,-14.4,77.75595238095238,92,57
2016-01-04,2016,1,5191690,4053.0,7.80670648671242,-19.195833333333333,-11.7,-24.3,75.89285714285714,83,66
2016-01-11,2016,2,5191690,18092.0,34.84799747288455,-13.679761904761904,-9.1,-20.5,83.66666666666667,90,70
2016-01-18,2016,3,5191690,38351.0,73.86997297604441,-11.72857142857143,-2.6,-17.1,86.94642857142857,97,80
2016-01-25,2016,4,5191690,65302.0,125.7817781878348,-0.7101190476190476,3.9,-12.2,92.33928571428571,100,80
2016-02-01,2016,5,5191690,41098.0,79.16112094520281,-1.369047619047619,1.9,-6.7,88.63095238095238,98,72
2016-02-08,2016,6,5191690,23224.0,44.73302527693295,1.5761904761904764,3.7,-1.1,86.58928571428571,97,68
2016-02-15,2016,7,5191690,14969.0,28.83261519851917,-1.9339285714285712,0.8,-8.6,84.0297619047619,96,72
2016-02-22,2016,8,5191690,9301.0,17.915168278537433,-1.7476190476190478,1.2,-6.1,87.32738095238095,96,70
2016-02-29,2016,9,5191690,20703.0,39.87718835292554,-3.1339285714285716,2.0,-11.2,89.50595238095238,97,72
2016-03-07,2016,10,5191690,8539.0,16.447438117453082,0.7321428571428571,4.3,-3.0,89.56547619047619,100,57
2016-03-14,2016,11,5191690,9462.0,18.22527924433084,-1.269047619047619,5.8,-6.9,72.32738095238095,96,37
2016-03-21,2016,12,5191690,10684.0,20.57904073625351,-0.40119047619047615,9.0,-7.4,50.898809523809526,96,19
2016-03-28,2016,13,5191690,9176.0,17.674398895157452,3.2714285714285714,12.5,-2.9,78.39880952380952,100,34
2016-04-04,2016,14,5191690,7983.0,15.37649590017894,5.585119047619047,14.4,-2.0,71.45238095238095,99,36
2016-04-11,2016,15,5191690,17769.0,34.225849386230685,4.149404761904762,15.2,-3.5,72.63095238095238,99,39
2016-04-18,2016,16,5191690,9719.0,18.72030109656008,4.231547619047619,9.7,-3.1,86.42857142857143,99,44
2016-04-25,2016,17,5191690,19492.0,37.54461456674031,9.06547619047619,17.1,2.0,85.5952380952381,100,51
2016-05-02,2016,18,5191690,6267.0,12.071213805138596,12.16607142857143,19.3,4.0,63.267857142857146,100,34
2016-05-09,2016,19,5191690,5752.0,11.079243945613085,12.554761904761904,20.6,2.9,56.470238095238095,95,29
2016-05-16,2016,20,5191690,4148.0,7.989691218081203,12.678571428571429,18.5,6.8,72.5,100,31
2016-05-23,2016,21,5191690,1528.0,2.943164942436856,14.863690476190476,21.4,8.3,77.67261904761905,100,41
2016-05-30,2016,22,5191690,2267.0,4.366593536979288,16.669642857142858,24.4,8.3,60.19642857142857,96,34
2016-06-06,2016,23,5191690,0.0,0.0,10.554166666666665,18.9,5.3,70.95833333333333,98,40
2016-06-13,2016,24,5191690,0.0,0.0,16.523214285714285,24.5,7.9,71.49404761904762,99,39
2016-06-20,2016,25,5191690,0.0,0.0,18.888095238095236,27.1,13.1,76.63095238095238,99,44
2016-06-27,2016,26,5191690,0.0,0.0,20.16488095238095,29.7,14.3,75.92857142857143,100,45
2016-07-04,2016,27,5191690,0.0,0.0,15.235714285714286,22.8,12.1,88.38690476190476,99,60
2016-07-11,2016,28,5191690,0.0,0.0,18.053571428571427,22.8,13.4,78.61309523809524,97,54
2016-07-18,2016,29,5191690,0.0,0.0,19.036309523809525,25.9,14.1,83.66071428571429,99,58
2016-07-25,2016,30,5191690,0.0,0.0,20.46309523809524,26.3,16.3,84.58928571428571,99,61
2016-08-01,2016,31,5191690,0.0,0.0,17.577380952380953,23.6,12.5,85.56547619047619,100,54
2016-08-08,2016,32,5191690,0.0,0.0,15.89642857142857,21.1,9.8,80.72619047619048,100,49
2016-08-15,2016,33,5191690,0.0,0.0,16.13452380952381,23.6,10.7,87.50595238095238,100,54
2016-08-22,2016,34,5191690,0.0,0.0,16.89702380952381,24.8,11.8,80.76190476190476,99,53
2016-08-29,2016,35,5191690,0.0,0.0,14.267857142857142,18.6,10.1,87.64880952380952,100,58
2016-09-05,2016,36,5191690,0.0,0.0,13.829761904761906,18.1,8.6,82.05357142857143,99,50
2016-09-12,2016,37,5191690,0.0,0.0,12.056547619047619,17.2,8.0,76.91071428571429,95,56
2016-09-19,2016,38,5191690,0.0,0.0,9.910714285714286,13.8,6.8,84.76190476190476,98,56
2016-09-26,2016,39,5191690,0.0,0.0,10.998809523809523,14.8,6.2,87.20238095238095,100,68
2016-10-03,2016,40,5191690,0.0,0.0,6.830952380952381,12.1,3.7,80.66666666666667,100,62
2016-10-10,2016,41,5191690,854.0,1.6449364272520122,4.875,7.7,1.2,83.52380952380952,100,67
2016-10-17,2016,42,5191690,0.0,0.0,1.7648809523809523,5.9,-3.7,79.9702380952381,95,56
2016-10-24,2016,43,5191690,892.0,1.718130319799526,2.4422619047619047,6.0,-0.3,88.46428571428571,100,59
2016-10-31,2016,44,5191690,619.0,1.192289986497653,-2.406547619047619,1.9,-10.7,84.75595238095238,98,64
2016-11-07,2016,45,5191690,2391.0,4.605436765292227,-7.222619047619048,-3.3,-15.3,85.94642857142857,94,77
2016-11-14,2016,46,5191690,1722.0,3.316839025442582,0.28154761904761905,5.7,-4.8,92.66666666666667,99,88
2016-11-21,2016,47,5191690,3475.0,6.6933888579634,1.1083333333333332,4.3,-2.7,91.67261904761905,100,75
2016-11-28,2016,48,5191690,7224.0,13.91454420429571,-4.589880952380953,-0.2,-8.2,87.39285714285714,97,71
2016-12-05,2016,49,5191690,8367.0,16.116139445922233,-3.7654761904761904,3.6,-11.4,87.76190476190476,99,77
2016-12-12,2016,50,5191690,17438.0,33.588292059040505,-4.157142857142857,-0.2,-11.7,90.82142857142857,98,79
2016-12-19,2016,51,5191690,21083.0,40.60912727840068,1.0255952380952382,2.6,-1.8,94.69047619047619,100,85
2016-12-26,2016,52,5225690,30448.0,58.26598975446305,1.125595238095238,5.3,-3.0,89.5952380952381,99,72
2017-01-02,2017,1,5225690,6334.0,12.120887385206546,-13.936904761904762,-0.6,-23.5,70.83333333333333,94,50
2017-01-09,2017,2,5225690,26234.0,50.20198289603861,-2.486904761904762,1.8,-7.2,85.57738095238095,97,67
2017-01-16,2017,3,5225690,19245.0,36.82767251788759,-2.5172619047619045,1.8,-8.6,89.20238095238095,100,70
2017-01-23,2017,4,5225690,21066.0,40.31237980056222,-2.0273809523809527,1.5,-9.7,90.88095238095238,100,57
2017-01-30,2017,5,5225690,20098.0,38.4599928430504,-2.0089285714285716,0.9,-7.8,85.57738095238095,95,71
2017-02-06,2017,6,5225690,21482.0,41.10844692279871,-11.343452380952382,-2.2,-26.5,82.86904761904762,96,58
2017-02-13,2017,7,5225690,16125.0,30.85716910111392,-0.8779761904761905,3.2,-9.8,88.9702380952381,97,70
2017-02-20,2017,8,5225690,11527.0,22.05833105293272,-4.583333333333333,2.5,-14.4,85.30952380952381,96,68
2017-02-27,2017,9,5225690,12369.0,23.66960152630562,-0.9875,6.4,-12.2,86.7797619047619,99,53
2017-03-06,2017,10,5225690,12449.0,23.822691357504944,-0.6119047619047618,5.6,-8.2,82.39880952380952,100,44
2017-03-13,2017,11,5225690,20750.0,39.70767496732488,1.1958333333333333,5.7,-4.3,82.38095238095238,98,59
2017-03-20,2017,12,5225690,15063.0,28.82490159194288,1.5488095238095236,7.9,-3.8,78.86904761904762,99,43
2017-03-27,2017,13,5225690,12062.0,23.08211929907821,0.3488095238095238,6.4,-5.9,70.33928571428571,100,34
2017-04-03,2017,14,5225690,16328.0,31.24563454778221,3.3238095238095235,12.8,-3.4,80.85119047619048,99,39
2017-04-10,2017,15,5225690,10235.0,19.58593027906363,0.3148809523809524,14.4,-12.9,74.95238095238095,98,51
2017-04-17,2017,16,5225690,10755.0,20.58101418185924,-0.8922619047619048,6.2,-8.0,80.66071428571429,100,32
2017-04-24,2017,17,5225690,15077.0,28.851692312402765,3.929761904761905,9.6,-3.8,77.125,99,34
2017-05-01,2017,18,5225690,11221.0,21.472762448595308,6.001190476190477,11.4,-1.1,63.839285714285715,93,40
2017-05-08,2017,19,5225690,6022.0,11.52383704352918,3.1404761904761904,14.1,-3.3,65.71428571428571,98,30
2017-05-15,2017,20,5225690,7337.0,14.040251143868083,10.764880952380953,21.4,0.2,65.47619047619048,95,34
2017-05-22,2017,21,5225690,4509.0,8.628525610971948,11.877380952380953,17.9,5.4,66.61904761904762,97,37
2017-05-29,2017,22,5225690,4866.0,9.311688982698936,8.885119047619048,16.5,3.2,66.56547619047619,96,36
2017-06-05,2017,23,5225690,597.0,1.1424328653249618,13.09047619047619,21.5,4.0,79.25,100,38
2017-06-12,2017,24,5225690,0.0,0.0,14.65595238095238,23.0,7.4,72.0,99,37
2017-06-19,2017,25,5225690,0.0,0.0,13.378571428571428,19.4,8.7,77.14880952380952,96,48
2017-06-26,2017,26,5225690,0.0,0.0,14.191071428571428,20.0,9.9,76.375,95,49
2017-07-03,2017,27,5225690,0.0,0.0,13.945833333333335,22.0,7.8,74.9047619047619,97,42
2017-07-10,2017,28,5225690,0.0,0.0,17.104761904761904,23.5,9.9,75.80357142857143,99,48
2017-07-17,2017,29,5225690,0.0,0.0,14.921428571428573,19.6,10.6,80.64285714285714,100,54
2017-07-24,2017,30,5225690,0.0,0.0,17.211309523809526,24.6,12.1,83.79761904761905,99,51
2017-07-31,2017,31,5225690,0.0,0.0,17.27797619047619,23.0,11.0,82.91071428571429,98,49
2017-08-07,2017,32,5225690,0.0,0.0,17.85892857142857,25.3,10.9,79.16071428571429,97,48
2017-08-14,2017,33,5225690,0.0,0.0,18.20654761904762,26.6,9.1,76.26190476190476,97,45
2017-08-21,2017,34,5225690,0.0,0.0,14.3,18.5,8.8,87.58928571428571,100,55
2017-08-28,2017,35,5225690,0.0,0.0,13.84345238095238,22.0,7.0,77.38095238095238,99,57
2017-09-04,2017,36,5225690,0.0,0.0,11.652380952380952,20.5,7.1,80.73809523809524,98,52
2017-09-11,2017,37,5225690,0.0,0.0,13.397023809523809,22.5,8.2,87.93452380952381,100,69
2017-09-18,2017,38,5225690,0.0,0.0,10.819642857142858,16.5,5.6,83.52380952380952,100,59
2017-09-25,2017,39,5225690,891.0,1.7050379949824808,9.879166666666666,17.0,4.2,85.39880952380952,100,64
2017-10-02,2017,40,5225690,0.0,0.0,7.743452380952381,10.8,5.0,88.44047619047619,100,60
2017-10-09,2017,41,5225690,2270.0,4.343923960280844,6.954166666666667,10.6,3.4,88.41666666666667,99,67
2017-10-16,2017,42,5225690,0.0,0.0,4.829761904761905,11.4,-1.5,88.29166666666667,99,64
2017-10-23,2017,43,5225690,0.0,0.0,0.13214285714285715,3.8,-2.7,81.18452380952381,100,51
2017-10-30,2017,44,5225690,487.0,0.93193434742589,0.35,6.6,-8.3,89.14880952380952,100,54
2017-11-06,2017,45,5225690,567.0,1.085024178625215,3.4845238095238096,7.2,0.9,89.75595238095238,98,71
2017-11-13,2017,46,5225690,779.0,1.490712231303426,2.280357142857143,5.3,-0.2,89.93452380952381,99,79
2017-11-20,2017,47,5225690,375.0,0.7176085837468353,-0.16428571428571428,3.5,-4.0,88.05952380952381,100,58
2017-11-27,2017,48,5225690,708.0,1.3548450061140251,0.2982142857142857,2.0,-1.9,87.82738095238095,98,77
2017-12-04,2017,49,5225690,349.0,0.6678543886070547,-1.5744047619047619,1.5,-10.4,91.14880952380952,99,79
2017-12-11,2017,50,5225690,668.0,1.2783000905143629,-0.6196428571428572,3.8,-5.2,90.53571428571429,99,81
2017-12-18,2017,51,5225690,334.0,0.6391500452571814,-1.9744047619047618,0.9,-4.9,89.64285714285714,99,81
2017-12-25,2017,52,5225690,3151.0,6.029825726363408,0.1351190476190476,4.2,-6.4,92.81547619047619,98,84
2018-01-01,2018,1,5281579,564.0,1.0678624706740163,1.1630952380952382,4.1,-3.9,89.24404761904762,99,66
2018-01-08,2018,2,5281579,1353.0,2.561733905712667,-3.492261904761905,0.6,-6.9,88.63690476190476,100,78
2018-01-15,2018,3,5281579,2109.0,3.9931240259778376,-7.490476190476191,-3.2,-15.6,80.88690476190476,94,65
2018-01-22,2018,4,5281579,4242.0,8.031689008154569,-4.607142857142857,3.2,-19.1,89.55357142857143,99,76
2018-01-29,2018,5,5281579,6169.0,11.680219116290791,-6.472023809523809,-0.2,-16.6,85.32738095238095,98,75
2018-02-05,2018,6,5281579,7933.0,15.020129396909525,-7.0494047619047615,-3.4,-11.1,86.38095238095238,98,75
2018-02-12,2018,7,5281579,19979.0,37.82770266240456,-6.230952380952381,-0.6,-15.2,87.48809523809524,94,78
2018-02-19,2018,8,5281579,14587.0,27.618634503052967,-11.972619047619048,-5.3,-20.0,85.50595238095238,100,69
2018-02-26,2018,9,5281579,25106.0,47.53502693039336,-16.877380952380953,-7.5,-23.7,79.49404761904762,93,64
2018-03-05,2018,10,5281579,22328.0,42.275236250371336,-7.335119047619047,1.5,-16.6,81.13690476190476,94,61
2018-03-12,2018,11,5281579,30807.0,58.3291474008057,-3.9892857142857148,3.6,-13.8,80.1547619047619,98,50
2018-03-19,2018,12,5281579,35623.0,67.44763261138384,-3.0101190476190474,2.5,-15.9,84.41666666666667,97,66
2018-03-26,2018,13,5281579,25755.0,48.76382612093845,-5.789880952380953,3.7,-16.1,81.44642857142857,100,50
2018-04-02,2018,14,5281579,26133.0,49.47952118107104,3.382738095238095,15.0,-4.8,77.69047619047619,99,42
2018-04-09,2018,15,5281579,19418.0,36.7655203112554,4.795238095238095,17.7,-4.7,65.10119047619048,95,25
2018-04-16,2018,16,5281579,17094.0,32.365321052662466,6.698809523809524,15.4,-2.0,79.5952380952381,100,37
2018-04-23,2018,17,5281579,14509.0,27.47095139540656,5.280952380952381,12.4,-4.8,77.54761904761905,100,30
2018-04-30,2018,18,5281579,7510.0,14.21923254390401,8.304166666666665,15.9,1.4,82.30952380952381,100,55
2018-05-07,2018,19,5281579,4348.0,8.232386564699686,12.589880952380952,24.0,4.2,62.04761904761905,92,31
2018-05-14,2018,20,5281579,0.0,0.0,15.547023809523811,27.4,5.2,66.88095238095238,99,27
2018-05-21,2018,21,5281579,903.0,1.7097159769833985,16.17202380952381,24.6,5.5,59.38690476190476,95,27
2018-05-28,2018,22,5281579,909.0,1.721076216033122,16.198809523809523,23.0,6.3,54.24404761904762,86,25
2018-06-04,2018,23,5281579,0.0,0.0,11.593452380952382,18.1,6.0,62.416666666666664,94,37
2018-06-11,2018,24,5281579,0.0,0.0,17.20416666666667,26.0,6.5,60.05357142857143,94,28
2018-06-18,2018,25,5281579,0.0,0.0,16.53988095238095,25.9,10.1,68.58333333333333,97,37
2018-06-25,2018,26,5281579,0.0,0.0,15.600595238095238,22.5,9.4,69.78571428571429,94,46
2018-07-02,2018,27,5281579,0.0,0.0,15.769642857142859,20.4,9.9,83.94642857142857,100,55
2018-07-09,2018,28,5281579,665.0,1.2590931613443632,19.333333333333332,27.6,12.9,75.51190476190476,99,44
2018-07-16,2018,29,5281579,0.0,0.0,22.59285714285714,28.3,15.4,73.82738095238095,99,40
2018-07-23,2018,30,5281579,0.0,0.0,22.27857142857143,28.8,17.1,78.29166666666667,100,49
2018-07-30,2018,31,5281579,0.0,0.0,22.26845238095238,28.9,15.6,69.58333333333333,95,39
2018-08-06,2018,32,5281579,0.0,0.0,19.71309523809524,30.3,11.8,67.99404761904762,100,33
2018-08-13,2018,33,5281579,345.0,0.6532137453591057,17.435119047619047,24.2,12.8,75.54761904761905,97,48
2018-08-20,2018,34,5281579,0.0,0.0,16.65952380952381,24.5,11.5,74.38095238095238,99,49
2018-08-27,2018,35,5281579,0.0,0.0,15.835119047619049,21.8,10.3,83.91071428571429,98,53
2018-09-03,2018,36,5281579,0.0,0.0,16.91547619047619,24.8,11.4,88.08928571428571,100,60
2018-09-10,2018,37,5281579,0.0,0.0,13.94047619047619,20.1,9.9,77.08928571428571,99,53
2018-09-17,2018,38,5281579,0.0,0.0,14.748214285714285,22.4,9.0,78.48214285714286,96,57
2018-09-24,2018,39,5281579,0.0,0.0,7.989880952380952,12.6,2.4,74.08928571428571,95,44
2018-10-01,2018,40,5281579,0.0,0.0,7.280952380952381,12.7,1.5,86.56547619047619,100,51
2018-10-08,2018,41,5281579,0.0,0.0,9.470238095238095,17.7,-0.4,87.14285714285714,100,62
2018-10-15,2018,42,5281579,760.0,1.4389636129649863,9.66607142857143,16.4,3.9,84.85119047619048,99,61
2018-10-22,2018,43,5281579,689.0,1.3045341175432574,3.0089285714285716,11.1,-3.5,85.98214285714286,98,66
2018-10-29,2018,44,5281579,0.0,0.0,3.560714285714286,9.4,-4.2,87.79166666666667,100,46
2018-11-05,2018,45,5281579,0.0,0.0,4.100595238095238,7.0,0.9,92.94642857142857,100,75
2018-11-12,2018,46,5281579,0.0,0.0,4.269047619047619,7.2,1.1,87.10119047619048,100,65
2018-11-19,2018,47,5281579,1463.0,2.770004954957599,-0.25773809523809527,3.1,-2.8,85.43452380952381,94,64
2018-11-26,2018,48,5281579,1038.0,1.965321355602179,-4.296428571428571,-0.6,-8.4,69.54761904761905,93,36
2018-12-03,2018,49,5281579,1785.0,3.3796711172927645,-1.1702380952380953,2.1,-7.9,87.54761904761905,99,70
2018-12-10,2018,50,5281579,2644.0,5.006078674578189,-2.6392857142857142,-0.1,-6.8,87.67857142857143,97,72
2018-12-17,2018,51,5281579,6000.0,11.360239049723578,-7.580357142857143,-3.6,-12.8,84.35714285714286,93,75
2018-12-24,2018,52,5281579,18817.0,35.62760303310809,-2.5279761904761906,0.6,-6.0,93.80952380952381,98,88
2018-12-31,2019,1,5351935,5688.0,10.627931766734836,-4.470238095238095,0.7,-10.1,90.13690476190476,97,83
2019-01-07,2019,2,5351935,15234.0,28.46447126132885,-3.7892857142857146,0.6,-6.9,89.83333333333333,100,82
2019-01-14,2019,3,5351935,17581.0,32.84980105326391,-4.9,0.9,-12.1,88.28571428571429,97,78
2019-01-21,2019,4,5351935,20697.0,38.6719943347593,-13.827976190476189,-6.2,-21.0,84.28571428571429,94,79
2019-01-28,2019,5,5351935,29700.0,55.49394751617873,-5.5964285714285715,0.1,-23.7,89.01785714285714,96,78
2019-02-04,2019,6,5351935,27273.0,50.95913907773544,-1.7767857142857142,2.5,-12.2,88.0952380952381,97,77
2019-02-11,2019,7,5351935,25743.0,48.10035996326562,-0.09107142857142858,3.5,-7.6,87.125,100,63
2019-02-18,2019,8,5351935,22376.0,41.80917742835068,-3.0773809523809526,3.1,-11.0,84.73214285714286,99,66
2019-02-25,2019,9,5351935,12795.0,23.90724102590932,-2.3726190476190476,3.0,-10.4,84.78571428571429,97,71
2019-03-04,2019,10,5351935,14260.0,26.6445687400912,-3.0136904761904764,4.8,-13.2,82.79166666666667,95,61
2019-03-11,2019,11,5351935,13225.0,24.710688750891038,-1.9577380952380952,3.9,-10.9,86.04166666666667,95,72
2019-03-18,2019,12,5351935,10537.0,19.688206228214653,1.4386904761904762,5.2,-4.5,84.67261904761905,99,46
2019-03-25,2019,13,5351935,10025.0,18.73154289056201,1.4857142857142858,10.1,-5.8,80.45833333333333,98,58
2019-04-01,2019,14,5351935,5694.0,10.639142665222952,3.9488095238095235,13.4,-4.3,60.82738095238095,91,24
2019-04-08,2019,15,5351935,5852.0,10.934362992076698,2.0285714285714285,13.2,-4.8,74.4047619047619,100,39
2019-04-15,2019,16,5351935,3125.0,5.83900962922756,5.2648809523809526,12.6,-2.3,68.99404761904762,98,41
2019-04-22,2019,17,5351935,3682.0,6.87975470554108,10.436309523809523,21.1,0.2,59.13690476190476,91,28
2019-04-29,2019,18,5351935,1081.0,2.0198302109423976,5.726190476190476,16.3,-2.6,63.04761904761905,100,27
2019-05-06,2019,19,5351935,1256.0,2.3468147501791408,9.630952380952381,21.7,0.9,76.0952380952381,100,38
2019-05-13,2019,20,5351935,2682.0,5.011271624188261,12.897023809523809,23.5,3.5,63.67261904761905,99,35
2019-05-20,2019,21,5351935,1723.0,3.2193963491709074,14.455357142857142,25.6,6.5,68.2797619047619,96,34
2019-05-27,2019,22,5351935,1718.0,3.210053933764143,12.613690476190476,20.4,6.9,72.0952380952381,97,36
2019-06-03,2019,23,5351935,1726.0,3.225001798414966,21.128571428571426,30.5,10.2,62.339285714285715,95,34
2019-06-10,2019,24,5351935,641.0,1.197697655147157,15.84345238095238,20.5,8.7,67.42857142857143,97,33
2019-06-17,2019,25,5351935,0.0,0.0,19.242857142857144,28.0,13.2,66.88095238095238,93,34
2019-06-24,2019,26,5351935,0.0,0.0,16.51964285714286,21.5,10.6,63.779761904761905,95,30
2019-07-01,2019,27,5351935,0.0,0.0,15.253571428571428,26.2,8.2,72.82142857142857,99,45
2019-07-08,2019,28,5351935,0.0,0.0,13.520833333333334,19.6,8.9,76.11309523809524,100,44
2019-07-15,2019,29,5351935,0.0,0.0,16.523214285714285,22.8,7.8,80.49404761904762,99,37
2019-07-22,2019,30,5351935,0.0,0.0,19.97738095238095,28.6,11.9,72.80357142857143,96,41
2019-07-29,2019,31,5351935,0.0,0.0,12.505952380952381,17.0,8.4,71.33333333333333,96,46
2019-08-05,2019,32,5351935,0.0,0.0,14.892857142857142,20.6,5.6,74.97619047619048,100,34
2019-08-12,2019,33,5351935,0.0,0.0,16.51904761904762,23.0,8.8,76.48809523809524,99,40
2019-08-19,2019,34,5351935,0.0,0.0,16.63095238095238,24.1,9.6,79.04761904761905,98,48
2019-08-26,2019,35,5351935,0.0,0.0,17.54345238095238,24.1,10.6,77.29166666666667,100,43
2019-09-02,2019,36,5351935,0.0,0.0,15.632738095238096,23.9,7.4,76.47619047619048,98,43
2019-09-09,2019,37,5351935,0.0,0.0,14.727380952380951,25.5,7.2,78.13095238095238,98,41
2019-09-16,2019,38,5351935,1194.0,2.2309687991352662,7.2976190476190474,12.4,3.2,82.3452380952381,100,46
2019-09-23,2019,39,5351935,0.0,0.0,6.436904761904763,11.7,1.2,82.48214285714286,100,47
2019-09-30,2019,40,5351935,1682.0,3.1427885428354414,5.380357142857143,13.1,-3.2,87.48809523809524,99,52
2019-10-07,2019,41,5351935,0.0,0.0,5.741071428571429,10.9,-0.6,89.30952380952381,100,49
2019-10-14,2019,42,5351935,0.0,0.0,6.069047619047619,12.1,0.5,92.55952380952381,100,66
2019-10-21,2019,43,5351935,1767.0,3.3016096047504315,8.383333333333335,12.3,1.7,86.04166666666667,100,66
2019-10-28,2019,44,5351935,0.0,0.0,0.09107142857142858,3.2,-3.9,86.88095238095238,99,64
2019-11-04,2019,45,5351935,0.0,0.0,0.21964285714285714,8.6,-7.2,85.63690476190476,100,53
2019-11-11,2019,46,5351935,2265.0,4.232114179264135,4.701785714285714,10.1,0.9,91.44642857142857,98,77
2019-11-18,2019,47,5351935,8337.0,15.577543449238451,0.45000000000000007,6.8,-8.1,78.48214285714286,100,40
2019-11-25,2019,48,5351935,7561.0,14.127600578108664,-1.532142857142857,3.0,-6.8,82.67857142857143,98,51
2019-12-02,2019,49,5351935,13487.0,25.20023131820547,1.2607142857142857,5.4,-4.0,91.48809523809524,99,75
2019-12-09,2019,50,5351935,17560.0,32.810562908555504,0.5636904761904762,5.3,-4.9,86.36904761904762,99,67
2019-12-16,2019,51,5351935,11045.0,20.637395633541885,1.7910714285714284,6.0,-0.1,93.82738095238095,100,83
2019-12-23,2019,52,5351935,7367.0,13.76511486032622,0.5708333333333333,3.7,-7.4,90.05952380952381,100,66
2019-12-30,2020,1,5383890,10339.0,19.20358699750552,1.1333333333333333,4.4,-6.9,86.82738095238095,98,66
2020-01-06,2020,2,5383890,11058.0,20.539052618088405,0.9101190476190476,4.9,-6.5,90.43452380952381,98,57
2020-01-13,2020,3,5383890,14626.0,27.166231107990694,3.0339285714285715,7.8,-0.6,87.60714285714286,100,71
2020-01-20,2020,4,5383890,12114.0,22.500459704785943,0.9255952380952381,5.6,-3.4,80.2202380952381,98,52
2020-01-27,2020,5,5383890,16447.0,30.548543896699226,-1.5744047619047619,3.5,-5.1,86.23809523809524,99,66
2020-02-03,2020,6,5383890,20692.0,38.43317749805438,-3.0214285714285714,2.2,-8.4,81.36309523809524,99,50
2020-02-10,2020,7,5383890,24125.0,44.8096079228959,1.1357142857142857,4.0,-1.4,87.70833333333333,98,67
2020-02-17,2020,8,5383890,20010.0,37.16643542122888,3.0577380952380957,6.8,-0.5,84.00595238095238,98,55
2020-02-24,2020,9,5383890,18473.0,34.311622265685216,-1.7785714285714287,2.3,-5.7,78.29761904761905,96,57
2020-03-02,2020,10,5383890,18635.0,34.61251994375814,1.7386904761904762,5.8,-2.8,89.94047619047619,99,62
2020-03-09,2020,11,5383890,13054.0,24.24640919483868,1.4982142857142857,7.9,-6.4,74.71428571428571,100,28
2020-03-16,2020,12,5383890,12498.0,23.213698645403237,0.35595238095238096,5.8,-6.1,74.1547619047619,100,26
2020-03-23,2020,13,5383890,7126.0,13.235783049059323,2.5470238095238096,11.6,-6.8,56.464285714285715,93,22
2020-03-30,2020,14,5383890,4077.0,7.572591564835092,0.6898809523809524,6.1,-6.9,65.54761904761905,93,22
2020-04-06,2020,15,5383890,871.0,1.6177893679105628,3.7666666666666666,16.6,-4.0,73.88690476190476,99,27
2020-04-13,2020,16,5383890,206.0,0.3826229733519816,2.8279761904761904,8.6,-1.9,77.69047619047619,97,39
2020-04-20,2020,17,5383890,0.0,0.0,4.6875,11.9,-2.2,67.35714285714286,96,34
2020-04-27,2020,18,5383890,0.0,0.0,4.652976190476191,16.1,-2.2,70.19642857142857,100,36
2020-05-04,2020,19,5383890,0.0,0.0,8.929166666666665,16.6,1.5,66.41666666666667,100,19
2020-05-11,2020,20,5383890,0.0,0.0,6.6726190476190474,20.0,1.6,70.36309523809524,98,30
2020-05-18,2020,21,5383890,0.0,0.0,7.076785714285715,17.2,1.5,71.69047619047619,100,33
2020-05-25,2020,22,5383890,0.0,0.0,13.217261904761905,20.8,5.1,60.67857142857143,94,30
2020-06-01,2020,23,5383890,0.0,0.0,13.344642857142858,22.9,4.9,69.7202380952381,98,35
2020-06-08,2020,24,5383890,0.0,0.0,18.676190476190477,27.5,11.2,68.78571428571429,100,31
2020-06-15,2020,25,5383890,0.0,0.0,21.001190476190477,30.4,12.1,66.72619047619048,98,40
2020-06-22,2020,26,5383890,0.0,0.0,21.086904761904762,26.6,11.9,58.726190476190474,91,35
